@relation whatever

@attribute 'Driver State' { 8 , 6 , 9 , 1 , 7 , 3 , 5 , 2 , 4 } 
@attribute 'Speed (GPS)' numeric
@attribute 'Engine Load' numeric
@attribute 'Throttle Position(Manifold)' numeric
@attribute 'Engine RPM' numeric
@attribute 'Speed (OBD)' numeric
@attribute 'Torque' numeric
@attribute 'GPS Bearing' numeric
@attribute 'Air Fuel Ratio(Measured)' numeric
@attribute 'Engine Load(Absolute)' numeric
@attribute 'Relative Throttle Position' numeric
@attribute 'Absolute Throttle Position B' numeric
@attribute 'Accelerator PedalPosition D' numeric
@attribute 'Accelerator PedalPosition E' numeric
@attribute 'Air Fuel Ratio(Commanded)' numeric
@attribute 'Engine kW (At the wheels)' numeric


@data
1 , 30.85 , 89.412 , 21.177 , 1949.5 , 34 , 43.257 , 320 , 14.706 , 39.608 , 13.726 , 23.137 , 27.843 , 13.333 , 14.848 , 11.973 
1 , 34.903 , 89.804 , 21.569 , 2038.2 , 38 , 47.36 , 321 , 14.627 , 46.275 , 13.726 , 23.137 , 27.843 , 14.118 , 14.54 , 13.706 
1 , 36.704 , 71.373 , 19.608 , 2165 , 41 , 34.802 , 318 , 14.627 , 43.137 , 11.765 , 20.784 , 28.235 , 14.118 , 14.54 , 10.698 
1 , 41.658 , 71.373 , 19.608 , 2361 , 41 , 34.802 , 321 , 14.613 , 41.176 , 10.98 , 19.608 , 28.235 , 14.118 , 14.513 , 10.698 
1 , 44.135 , 68.627 , 23.922 , 2361 , 43 , 21.856 , 319 , 14.924 , 49.02 , 11.765 , 22.353 , 29.02 , 14.51 , 14.491 , 7.3266 
5 , 45.486 , 80.392 , 18.823 , 1697 , 44 , 16.977 , 317 , 14.981 , 49.02 , 9.8039 , 19.216 , 29.412 , 14.902 , 14.924 , 4.0904 
5 , 45.937 , 75.294 , 19.608 , 1776.8 , 46 , 34.527 , 314 , 14.697 , 49.02 , 10.98 , 20 , 29.412 , 14.902 , 14.924 , 8.7101 
5 , 46.837 , 78.039 , 19.608 , 1838 , 47 , 15.355 , 314 , 14.486 , 49.02 , 10.98 , 20 , 29.804 , 14.902 , 14.924 , 4.0072 
5 , 46.837 , 90.196 , 19.608 , 1903.8 , 49 , 32.61 , 310 , 14.486 , 47.843 , 10.98 , 20 , 30.196 , 15.294 , 14.924 , 8.8147 
1 , 48.188 , 90.196 , 23.922 , 1935 , 49 , 32.61 , 307 , 14.778 , 57.255 , 15.686 , 23.922 , 32.157 , 16.078 , 14.924 , 8.8147 
1 , 50.215 , 83.529 , 23.529 , 1935 , 51 , 31.704 , 301 , 14.657 , 57.255 , 14.51 , 23.529 , 32.157 , 16.078 , 14.482 , 8.7103 
1 , 51.341 , 83.922 , 23.137 , 2021 , 53 , 32.207 , 295 , 14.461 , 57.255 , 14.51 , 23.529 , 32.157 , 16.078 , 14.924 , 9.2418 
1 , 54.268 , 81.177 , 23.529 , 2090 , 56 , 50.252 , 291 , 14.53 , 57.255 , 14.51 , 23.529 , 32.157 , 16.078 , 14.924 , 14.912 
1 , 56.295 , 75.686 , 21.961 , 2186.2 , 58 , 33.28 , 286 , 14.53 , 56.863 , 14.51 , 23.529 , 31.765 , 16.078 , 14.924 , 10.331 
1 , 61.249 , 75.686 , 21.961 , 2268 , 60 , 34.318 , 280 , 14.8 , 51.373 , 13.333 , 22.353 , 30.588 , 15.294 , 14.924 , 11.051 
1 , 62.375 , 78.039 , 21.961 , 2268 , 60 , 34.318 , 281 , 13.631 , 47.843 , 12.941 , 22.353 , 29.412 , 14.902 , 14.7 , 11.051 
1 , 65.077 , 95.294 , 22.353 , 2365.2 , 62 , 33.294 , 279 , 15.36 , 47.843 , 16.471 , 23.529 , 29.412 , 14.902 , 14.7 , 11.181 
5 , 65.302 , 77.647 , 21.569 , 1847.8 , 64 , 43.201 , 279 , 14.677 , 56.471 , 12.549 , 21.569 , 29.412 , 14.902 , 14.924 , 11.334 
5 , 65.978 , 77.647 , 21.569 , 1918 , 65 , 21.031 , 280 , 14.617 , 53.725 , 12.549 , 21.569 , 29.412 , 14.902 , 14.924 , 5.7273 
5 , 65.978 , 81.569 , 22.353 , 1982.2 , 67 , 21.486 , 280 , 14.617 , 47.451 , 12.549 , 20 , 27.059 , 13.333 , 14.924 , 6.0472 
5 , 67.104 , 81.569 , 22.353 , 1945.5 , 67 , 21.908 , 281 , 13.369 , 40.392 , 10.588 , 19.216 , 24.314 , 12.157 , 14.7 , 6.0516 
5 , 67.554 , 70.196 , 17.647 , 1945.5 , 67 , 21.908 , 280 , 15.11 , 37.255 , 8.6274 , 17.255 , 23.529 , 11.765 , 14.7 , 6.0516 
5 , 68.23 , 62.353 , 16.471 , 2017 , 68 , 21.128 , 284 , 15.295 , 37.255 , 7.8431 , 18.431 , 23.137 , 11.765 , 14.7 , 6.0508 
5 , 68.68 , 71.373 , 16.078 , 1748.2 , 69 , 24.593 , 286 , 13.819 , 40.784 , 7.451 , 16.471 , 23.137 , 11.765 , 14.7 , 6.1046 
5 , 68.455 , 75.294 , 17.255 , 1699.8 , 70 , 27.654 , 284 , 16.015 , 38.431 , 9.0196 , 16.471 , 23.529 , 11.765 , 14.7 , 6.6741 
5 , 70.707 , 87.843 , 18.823 , 1756.2 , 72 , 55.254 , 285 , 13.858 , 41.961 , 9.0196 , 18.039 , 23.922 , 12.157 , 14.7 , 13.778 
5 , 74.309 , 87.843 , 19.216 , 1742 , 73 , 28.416 , 284 , 13.858 , 43.529 , 9.8039 , 19.216 , 24.314 , 12.157 , 14.7 , 7.0284 
5 , 74.084 , 87.843 , 19.216 , 1757 , 74 , 55.516 , 287 , 15.773 , 38.039 , 9.8039 , 18.431 , 23.529 , 10.98 , 14.7 , 13.849 
5 , 72.508 , 33.725 , 9.0196 , 1757 , 74 , 55.516 , 287 , 13.993 , 10.98 , 0.78431 , 10.196 , 15.294 , 7.8431 , 14.7 , 13.849 
5 , 70.707 , 11.765 , 9.8039 , 1700 , 74 , 55.516 , 285 , 29.4 , 10.588 , 0.78431 , 9.8039 , 15.294 , 7.8431 , 12.936 , 13.849 
3 , 69.13 , 12.157 , 9.8039 , 1516.8 , 69 , 55.516 , 285 , 29.4 , 10.588 , 1.1765 , 10.196 , 15.294 , 7.8431 , 12.936 , 13.849 
3 , 64.401 , 14.51 , 10.196 , 1451 , 64 , 0 , 282 , 29.4 , 10.588 , 1.1765 , 10.196 , 15.294 , 7.8431 , 12.936 , 0 
3 , 65.527 , 13.726 , 9.8039 , 1455.5 , 64 , 0 , 281 , 29.4 , 10.98 , 1.1765 , 10.196 , 15.294 , 7.8431 , 12.936 , 0 
5 , 68.23 , 13.726 , 9.8039 , 1478 , 65 , 27.449 , 279 , 29.4 , 10.588 , 1.1765 , 10.196 , 15.294 , 7.8431 , 12.936 , 5.7602 
5 , 68.23 , 14.118 , 10.196 , 1478 , 65 , 27.449 , 279 , 29.4 , 10.98 , 1.1765 , 10.196 , 15.294 , 7.8431 , 12.936 , 5.7602 
5 , 68.004 , 14.51 , 10.196 , 1462.5 , 64 , 27.449 , 276 , 29.4 , 10.98 , 1.1765 , 10.588 , 15.294 , 7.8431 , 12.936 , 5.7602 
3 , 65.527 , 14.902 , 10.196 , 1449.8 , 59 , 27.449 , 275 , 12.934 , 10.588 , 1.5686 , 10.588 , 15.294 , 7.8431 , 12.936 , 5.7602 
3 , 60.573 , 13.726 , 10.588 , 1527.2 , 56 , 0 , 274 , 29.4 , 10.588 , 1.5686 , 10.588 , 15.294 , 7.8431 , 12.936 , 0 
5 , 57.646 , 13.726 , 10.588 , 1538.5 , 55 , 0 , 273 , 29.4 , 10.98 , 1.5686 , 10.588 , 15.294 , 7.8431 , 12.936 , 0 
5 , 57.421 , 13.333 , 10.588 , 1538.5 , 55 , 0 , 274 , 29.4 , 10.98 , 1.5686 , 10.588 , 15.294 , 7.8431 , 12.936 , 0 
5 , 55.169 , 12.941 , 10.588 , 1563.2 , 56 , 21.648 , 279 , 29.4 , 10.98 , 1.5686 , 14.118 , 20.392 , 10.588 , 12.936 , 4.8049 
5 , 55.845 , 51.765 , 14.51 , 1774 , 58 , 38.958 , 285 , 13.924 , 22.745 , 6.2745 , 14.118 , 20.392 , 10.588 , 12.936 , 9.8127 
5 , 59.673 , 25.882 , 10.98 , 1763.5 , 61 , 61.874 , 295 , 13.924 , 22.353 , 6.2745 , 14.51 , 19.216 , 9.0196 , 12.936 , 15.492 
5 , 60.799 , 12.941 , 10.98 , 1750 , 62 , 23.098 , 303 , 13.925 , 11.765 , 1.9608 , 10.98 , 15.294 , 7.8431 , 14.554 , 5.7391 
5 , 60.123 , 12.941 , 10.588 , 1578 , 62 , 23.098 , 307 , 29.4 , 10.588 , 1.5686 , 10.588 , 15.294 , 7.8431 , 12.936 , 5.7391 
5 , 57.196 , 12.549 , 10.588 , 1578 , 57 , 23.098 , 311 , 29.4 , 10.588 , 1.5686 , 10.588 , 15.294 , 7.8431 , 12.936 , 5.7391 
5 , 52.017 , 15.686 , 10.588 , 1386.2 , 49 , 23.098 , 313 , 29.4 , 10.588 , 1.5686 , 10.196 , 15.294 , 7.8431 , 12.936 , 5.7391 
5 , 46.837 , 17.255 , 10.196 , 1264.5 , 47 , 0 , 306 , 29.4 , 10.98 , 1.1765 , 10.196 , 15.294 , 7.8431 , 12.936 , 0 
5 , 47.738 , 18.039 , 10.196 , 1330 , 48 , 23.113 , 300 , 29.4 , 10.588 , 1.1765 , 10.196 , 15.294 , 7.8431 , 12.936 , 4.3646 
5 , 47.738 , 36.078 , 10.196 , 1422.8 , 49 , 22.244 , 300 , 29.4 , 14.902 , 1.1765 , 10.196 , 17.647 , 9.4118 , 12.936 , 4.4934 
5 , 48.188 , 36.078 , 13.726 , 1538 , 49 , 22.244 , 296 , 14.456 , 23.922 , 4.3137 , 13.333 , 20 , 10.196 , 12.936 , 4.4934 
5 , 45.712 , 45.49 , 11.765 , 1538 , 51 , 41.156 , 291 , 14.283 , 13.726 , 1.9608 , 9.4118 , 16.863 , 8.6274 , 14.554 , 8.9874 
5 , 50.666 , 16.078 , 10.588 , 1489 , 52 , 22.69 , 288 , 13.652 , 13.726 , 4.3137 , 13.726 , 19.608 , 8.6274 , 14.554 , 4.797 
5 , 51.341 , 41.176 , 14.118 , 1614.5 , 53 , 20.641 , 281 , 15.527 , 21.569 , 4.3137 , 13.726 , 19.608 , 9.8039 , 14.554 , 4.7317 
5 , 53.818 , 48.627 , 14.118 , 1650 , 54 , 19.066 , 276 , 15.527 , 25.49 , 5.098 , 14.118 , 20.784 , 10.588 , 14.554 , 4.4666 
5 , 55.845 , 48.627 , 14.118 , 1638.8 , 55 , 21.476 , 270 , 14.674 , 23.922 , 4.7059 , 13.333 , 19.216 , 9.4118 , 14.554 , 4.9969 
5 , 56.971 , 35.294 , 12.157 , 1638.8 , 55 , 21.476 , 264 , 14.505 , 18.039 , 0.78431 , 11.373 , 18.039 , 9.0196 , 14.554 , 4.9969 
5 , 56.971 , 25.098 , 12.549 , 1720 , 56 , 20.489 , 258 , 14.716 , 18.039 , 3.9216 , 14.118 , 18.431 , 9.4118 , 14.554 , 5.0036 
5 , 57.421 , 34.51 , 12.941 , 1687.5 , 57 , 21.541 , 252 , 14.947 , 21.569 , 4.3137 , 12.941 , 18.431 , 9.4118 , 14.554 , 5.1613 
5 , 57.421 , 34.118 , 13.333 , 1722 , 57 , 21.541 , 252 , 14.617 , 20.392 , 4.3137 , 12.941 , 18.431 , 9.4118 , 14.554 , 5.1613 
5 , 58.547 , 37.647 , 12.941 , 1741 , 59 , 21.486 , 249 , 14.617 , 21.961 , 4.3137 , 13.333 , 19.216 , 9.8039 , 14.554 , 5.3112 
5 , 58.547 , 37.647 , 12.941 , 1728 , 59 , 21.486 , 246 , 14.808 , 16.471 , 3.1372 , 11.373 , 17.647 , 8.6274 , 14.554 , 5.3112 
5 , 58.772 , 16.078 , 10.588 , 1728 , 61 , 20.352 , 235 , 13.697 , 13.333 , 1.5686 , 10.588 , 17.255 , 9.0196 , 15.435 , 4.9935 
5 , 61.249 , 23.922 , 12.941 , 1796.8 , 61 , 22.383 , 232 , 14.202 , 13.333 , 3.9216 , 12.941 , 18.431 , 9.0196 , 14.7 , 5.7101 
5 , 65.302 , 29.804 , 9.4118 , 1782.5 , 62 , 21.709 , 230 , 14.542 , 20.392 , 1.9608 , 12.941 , 18.431 , 9.4118 , 14.554 , 5.4943 
5 , 62.825 , 13.333 , 10.588 , 1784 , 62 , 21.709 , 236 , 29.4 , 11.373 , 1.9608 , 10.588 , 15.294 , 7.8431 , 12.936 , 5.4943 
5 , 63.501 , 12.549 , 10.588 , 1695.2 , 61 , 21.709 , 248 , 29.4 , 10.588 , 1.5686 , 10.588 , 15.294 , 7.8431 , 12.936 , 5.4943 
5 , 61.699 , 12.549 , 10.588 , 1852 , 62 , 21.512 , 253 , 29.4 , 38.431 , 6.2745 , 16.471 , 23.137 , 12.157 , 12.936 , 5.6567 
5 , 62.6 , 100 , 24.706 , 1852 , 62 , 21.512 , 257 , 13.12 , 48.627 , 12.157 , 21.569 , 26.667 , 13.333 , 14.528 , 5.6567 
5 , 64.627 , 85.882 , 21.177 , 1892.2 , 64 , 43.912 , 260 , 14.482 , 48.627 , 13.726 , 23.137 , 26.274 , 13.333 , 14.858 , 11.798 
5 , 65.302 , 99.608 , 23.922 , 1930.2 , 65 , 22.087 , 260 , 14.852 , 47.059 , 15.294 , 23.922 , 26.274 , 13.333 , 14.559 , 6.0531 
5 , 65.302 , 69.804 , 12.941 , 1925.5 , 66 , 21.57 , 260 , 14.298 , 49.02 , 4.7059 , 23.922 , 26.274 , 13.333 , 14.598 , 5.8971 
5 , 65.527 , 36.078 , 14.902 , 1910 , 66 , 21.57 , 260 , 14.824 , 25.098 , 4.7059 , 14.118 , 21.177 , 10.588 , 14.598 , 5.8971 
5 , 67.329 , 46.667 , 14.118 , 1886 , 66 , 21.57 , 261 , 14.824 , 34.902 , 7.451 , 16.078 , 22.745 , 11.373 , 14.893 , 5.8971 
5 , 67.554 , 46.667 , 14.118 , 1884.2 , 66 , 0 , 262 , 14.603 , 26.274 , 5.098 , 14.118 , 20.784 , 10.588 , 14.6 , 0 
5 , 68.004 , 42.745 , 14.51 , 1884.2 , 66 , 0 , 262 , 15.18 , 27.059 , 5.4902 , 14.51 , 20.784 , 10.588 , 14.889 , 0 
5 , 66.428 , 44.314 , 14.118 , 1874 , 65 , 0 , 262 , 14.699 , 27.059 , 5.098 , 14.118 , 20.392 , 10.196 , 14.888 , 0 
5 , 65.527 , 44.314 , 14.118 , 1874.2 , 65 , 22.16 , 261 , 14.897 , 25.882 , 5.098 , 13.726 , 20.392 , 10.196 , 14.592 , 5.8971 
5 , 66.879 , 30.98 , 9.8039 , 1878 , 66 , 22.16 , 261 , 14.229 , 23.922 , 5.098 , 13.726 , 19.608 , 9.8039 , 14.874 , 5.8971 
5 , 66.203 , 13.333 , 10.196 , 1841.8 , 65 , 22.16 , 261 , 14.229 , 11.765 , 1.5686 , 10.588 , 15.294 , 7.8431 , 14.874 , 5.8971 
5 , 64.401 , 12.549 , 10.196 , 1735 , 63 , 0 , 261 , 29.4 , 10.588 , 1.1765 , 10.196 , 15.294 , 7.8431 , 12.936 , 0 
5 , 61.699 , 12.549 , 10.196 , 1735 , 63 , 0 , 260 , 29.4 , 10.98 , 1.1765 , 10.196 , 15.294 , 7.8431 , 12.936 , 0 
3 , 55.62 , 13.333 , 9.8039 , 1597 , 56 , 0 , 260 , 29.4 , 10.98 , 0.78431 , 9.8039 , 15.294 , 7.8431 , 12.936 , 0 
3 , 55.62 , 14.51 , 9.8039 , 1445 , 53 , 0 , 260 , 29.4 , 10.588 , 7.0588 , 9.8039 , 15.294 , 7.8431 , 12.936 , 0 
5 , 52.692 , 67.059 , 12.941 , 1621.5 , 53 , 0 , 274 , 14.053 , 32.549 , 7.0588 , 15.294 , 22.745 , 11.373 , 12.936 , 0 
5 , 54.494 , 42.353 , 12.941 , 1652.2 , 53 , 0 , 276 , 14.053 , 28.628 , 5.098 , 14.118 , 21.569 , 10.98 , 14.7 , 0 
5 , 55.62 , 42.353 , 9.0196 , 1468 , 53 , 0 , 278 , 14.565 , 13.726 , 5.098 , 10.588 , 15.294 , 7.8431 , 14.554 , 0 
5 , 54.944 , 15.686 , 9.8039 , 1468 , 52 , 0 , 278 , 23.261 , 10.98 , 1.1765 , 10.196 , 15.294 , 7.8431 , 12.936 , 0 
3 , 49.765 , 17.255 , 9.4118 , 1285 , 49 , 0 , 275 , 29.4 , 10.98 , 0.78431 , 9.4118 , 15.294 , 7.8431 , 12.936 , 0 
3 , 44.811 , 18.431 , 9.4118 , 1169.2 , 41 , 0 , 276 , 29.4 , 10.196 , 0.78431 , 9.4118 , 15.294 , 7.8431 , 12.936 , 0 
3 , 34.903 , 31.765 , 10.98 , 1195 , 29 , 0 , 270 , 29.4 , 17.255 , 1.1765 , 10.196 , 15.294 , 7.8431 , 12.936 , 0 
3 , 34.903 , 31.765 , 10.98 , 1328 , 17 , 0 , 270 , 14.248 , 17.255 , 2.3529 , 11.373 , 15.294 , 7.8431 , 12.936 , 0 
3 , 25.896 , 26.274 , 10.588 , 1328 , 17 , 0 , 269 , 13.612 , 15.294 , 1.9608 , 10.98 , 15.294 , 7.8431 , 14.554 , 0 
3 , 15.087 , 27.059 , 11.373 , 1284 , 9 , 0 , 291 , 14.611 , 15.294 , 1.5686 , 10.588 , 15.294 , 7.8431 , 14.554 , 0 
8 , 6.9806 , 24.314 , 9.8039 , 1108 , 1 , 0 , 292 , 14.664 , 14.902 , 0.78431 , 9.8039 , 15.294 , 7.8431 , 14.848 , 0 
8 , 2.2518 , 23.137 , 9.8039 , 961.75 , 0 , 0 , 300 , 14.223 , 13.333 , 0.78431 , 9.8039 , 15.294 , 7.8431 , 14.554 , 0 
8 , 1.1259 , 27.451 , 9.8039 , 787.75 , 0 , 0 , 329 , 14.223 , 14.902 , 0.78431 , 9.8039 , 15.294 , 7.8431 , 14.554 , 0 
8 , 0 , 27.451 , 9.8039 , 781.25 , 0 , 0 , 329 , 14.596 , 18.039 , 1.1765 , 10.196 , 15.294 , 7.8431 , 14.554 , 0 
8 , 0 , 31.372 , 9.8039 , 781.25 , 0 , 0 , 329 , 15.245 , 18.039 , 1.1765 , 10.196 , 15.294 , 7.8431 , 14.848 , 0 
8 , 0 , 31.372 , 9.8039 , 795.25 , 0 , 0 , 329 , 14.983 , 18.039 , 1.1765 , 9.8039 , 15.294 , 7.8431 , 14.848 , 0 
8 , 0 , 31.765 , 9.8039 , 811 , 0 , 0 , 329 , 14.726 , 18.039 , 0.78431 , 9.8039 , 15.294 , 7.8431 , 14.554 , 0 
8 , 0 , 31.372 , 9.8039 , 807.5 , 0 , 0 , 329 , 14.461 , 18.039 , 0.78431 , 9.8039 , 15.294 , 7.8431 , 14.554 , 0 
8 , 0 , 30.98 , 9.8039 , 800.5 , 0 , 0 , 329 , 14.586 , 17.647 , 1.1765 , 9.8039 , 15.294 , 7.8431 , 14.554 , 0 
8 , 0 , 30.98 , 9.8039 , 796.25 , 0 , 0 , 329 , 14.586 , 18.039 , 0.78431 , 9.8039 , 15.294 , 7.8431 , 14.848 , 0 
8 , 0 , 30.98 , 9.8039 , 795 , 0 , 0 , 329 , 14.877 , 18.039 , 1.1765 , 9.8039 , 15.294 , 7.8431 , 14.848 , 0 
8 , 0 , 31.372 , 9.8039 , 795 , 0 , 0 , 329 , 14.814 , 18.039 , 1.1765 , 9.8039 , 15.294 , 7.8431 , 14.554 , 0 
8 , 0 , 31.765 , 9.8039 , 810 , 0 , 0 , 329 , 14.404 , 18.039 , 1.1765 , 9.8039 , 15.294 , 7.8431 , 14.554 , 0 
8 , 0 , 31.372 , 9.8039 , 813.25 , 0 , 0 , 329 , 14.504 , 18.039 , 0.78431 , 9.8039 , 15.294 , 7.8431 , 14.554 , 0 
8 , 0 , 31.372 , 9.8039 , 793 , 0 , 0 , 329 , 14.678 , 17.647 , 0.78431 , 9.8039 , 15.294 , 7.8431 , 14.848 , 0 
8 , 0 , 32.157 , 9.8039 , 797.25 , 0 , 0 , 329 , 14.678 , 17.647 , 0.78431 , 9.8039 , 15.294 , 7.8431 , 14.848 , 0 
8 , 0 , 32.157 , 9.8039 , 812.5 , 0 , 0 , 329 , 14.882 , 18.039 , 1.1765 , 10.196 , 15.294 , 7.8431 , 14.554 , 0 
8 , 0 , 31.372 , 9.8039 , 812.5 , 0 , 0 , 329 , 14.426 , 17.647 , 0.78431 , 9.8039 , 15.294 , 7.8431 , 14.554 , 0 
8 , 0 , 30.98 , 9.8039 , 807.5 , 0 , 0 , 329 , 14.46 , 17.647 , 0.78431 , 9.8039 , 15.294 , 7.8431 , 14.554 , 0 
8 , 0 , 30.98 , 9.8039 , 802.25 , 0 , 0 , 329 , 14.79 , 17.647 , 1.1765 , 9.8039 , 15.294 , 7.8431 , 14.848 , 0 
8 , 0 , 31.765 , 9.8039 , 798 , 0 , 0 , 329 , 14.818 , 18.039 , 1.1765 , 10.196 , 15.294 , 7.8431 , 14.848 , 0 
8 , 0 , 31.765 , 9.8039 , 803.5 , 0 , 0 , 329 , 14.818 , 18.039 , 1.1765 , 10.196 , 15.294 , 7.8431 , 14.554 , 0 
8 , 0 , 31.765 , 9.8039 , 797 , 0 , 0 , 329 , 14.552 , 18.039 , 0.78431 , 9.8039 , 15.294 , 7.8431 , 14.554 , 0 
8 , 0 , 30.98 , 9.8039 , 797 , 0 , 0 , 329 , 14.515 , 17.647 , 0.78431 , 9.8039 , 15.294 , 7.8431 , 14.554 , 0 
8 , 0 , 30.98 , 9.8039 , 799 , 0 , 0 , 329 , 14.602 , 17.647 , 1.1765 , 9.8039 , 15.294 , 7.8431 , 14.848 , 0 
8 , 0 , 31.765 , 9.8039 , 804 , 0 , 0 , 329 , 14.914 , 17.647 , 1.1765 , 10.196 , 15.294 , 7.8431 , 14.848 , 0 
8 , 0 , 31.765 , 9.8039 , 800.5 , 0 , 0 , 329 , 14.668 , 18.039 , 1.1765 , 10.196 , 15.294 , 7.8431 , 14.554 , 0 
8 , 0 , 31.765 , 9.8039 , 806.75 , 0 , 0 , 329 , 14.526 , 18.039 , 1.1765 , 10.196 , 15.294 , 7.8431 , 14.554 , 0 
8 , 0 , 31.372 , 9.8039 , 802 , 0 , 0 , 329 , 14.526 , 17.647 , 1.1765 , 9.8039 , 15.294 , 7.8431 , 14.554 , 0 
8 , 0 , 30.98 , 9.8039 , 793.25 , 0 , 0 , 329 , 14.573 , 17.647 , 0.78431 , 9.8039 , 15.294 , 7.8431 , 14.848 , 0 
8 , 0 , 30.98 , 9.8039 , 801.25 , 0 , 0 , 329 , 14.804 , 17.647 , 0.78431 , 9.8039 , 15.294 , 7.8431 , 14.848 , 0 
8 , 0 , 31.372 , 9.8039 , 801.25 , 0 , 0 , 329 , 14.778 , 21.177 , 1.1765 , 11.765 , 15.294 , 7.8431 , 14.554 , 0 
8 , 0 , 49.804 , 17.255 , 860 , 0 , 0 , 329 , 14.654 , 21.177 , 7.451 , 16.863 , 15.294 , 10.98 , 14.554 , 0 
1 , 0 , 70.588 , 14.118 , 1413 , 3 , 4.3345 , 329 , 14.832 , 38.431 , 5.4902 , 14.118 , 20 , 10.98 , 14.554 , 0.86961 
1 , 7.4309 , 43.529 , 13.333 , 1604 , 7 , 11.837 , 312 , 14.641 , 23.922 , 4.7059 , 13.726 , 20 , 9.8039 , 14.848 , 2.6958 
9 , 7.4309 , 27.059 , 9.4118 , 1767.5 , 9 , 10.879 , 312 , 14.159 , 21.177 , 4.7059 , 13.726 , 18.823 , 9.4118 , 14.848 , 2.7302 
9 , 9.4576 , 20 , 18.039 , 1414 , 9 , 10.879 , 301 , 14.13 , 12.549 , 2.3529 , 10.98 , 15.294 , 7.8431 , 14.848 , 2.7302 
9 , 10.133 , 78.431 , 17.255 , 1760 , 13 , 13.97 , 290 , 14.13 , 41.569 , 8.2353 , 18.039 , 24.314 , 12.157 , 14.898 , 3.4909 
9 , 10.358 , 66.667 , 17.255 , 2011.2 , 16 , 21.237 , 276 , 14.717 , 38.824 , 9.4118 , 18.823 , 22.745 , 11.373 , 14.905 , 6.0645 
9 , 13.961 , 66.667 , 16.471 , 1711 , 16 , 21.237 , 227 , 15.252 , 38.039 , 7.451 , 16.471 , 23.137 , 11.765 , 14.613 , 6.0645 
1 , 16.663 , 73.333 , 20.392 , 1711 , 21 , 39.534 , 203 , 14.773 , 51.373 , 13.726 , 22.745 , 27.059 , 13.726 , 14.881 , 9.6042 
1 , 21.843 , 88.627 , 22.353 , 2137 , 26 , 38.409 , 188 , 15.053 , 51.373 , 13.726 , 23.529 , 30.196 , 13.726 , 14.848 , 11.654 
1 , 27.697 , 98.039 , 26.274 , 2269.2 , 31 , 45.189 , 190 , 14.994 , 52.549 , 11.765 , 21.961 , 30.196 , 14.902 , 14.855 , 14.56 
1 , 27.697 , 72.157 , 21.961 , 1902.5 , 35 , 50.484 , 195 , 14.688 , 58.039 , 11.765 , 21.961 , 30.588 , 15.294 , 14.848 , 13.637 
5 , 36.254 , 74.902 , 21.177 , 2106.2 , 39 , 50.358 , 191 , 14.559 , 50.98 , 12.941 , 21.961 , 30.588 , 15.294 , 14.848 , 15.06 
5 , 40.082 , 89.02 , 18.039 , 2233.5 , 42 , 40.301 , 191 , 14.559 , 47.843 , 12.941 , 22.353 , 30.196 , 15.294 , 14.554 , 12.78 
5 , 42.109 , 89.02 , 18.039 , 2232.2 , 43 , 12.254 , 190 , 14.513 , 17.647 , 3.1372 , 13.726 , 18.039 , 7.8431 , 14.554 , 3.8838 
5 , 43.235 , 14.902 , 11.765 , 2232.2 , 43 , 12.254 , 191 , 14.699 , 14.51 , 2.3529 , 10.98 , 16.078 , 8.6274 , 14.848 , 3.8838 
5 , 42.109 , 14.902 , 14.902 , 1487.2 , 43 , 12.254 , 189 , 13.2 , 42.745 , 2.3529 , 16.078 , 24.314 , 12.157 , 14.848 , 3.8838 
5 , 42.109 , 99.608 , 20.784 , 1298 , 42 , 12.254 , 189 , 14.729 , 42.745 , 10.196 , 18.431 , 27.059 , 13.726 , 14.848 , 3.8838 
5 , 43.91 , 80.784 , 17.647 , 1296.5 , 44 , 43.69 , 190 , 14.673 , 52.157 , 8.6274 , 17.647 , 27.059 , 13.726 , 14.859 , 8.0425 
5 , 43.91 , 72.157 , 17.647 , 1357 , 45 , 20.731 , 191 , 14.748 , 53.725 , 8.6274 , 17.647 , 27.843 , 14.118 , 14.53 , 3.9943 
5 , 45.036 , 82.745 , 18.431 , 1423.8 , 45 , 20.731 , 189 , 14.748 , 50.196 , 9.0196 , 18.039 , 27.843 , 14.118 , 14.53 , 3.9943 
5 , 46.387 , 82.745 , 18.431 , 1445.2 , 48 , 31.639 , 189 , 14.865 , 52.941 , 10.588 , 19.608 , 28.628 , 14.51 , 14.88 , 6.4923 
5 , 48.414 , 94.51 , 20.784 , 1474 , 48 , 31.639 , 189 , 15.049 , 57.255 , 12.549 , 21.177 , 29.412 , 14.51 , 14.896 , 6.4923 
5 , 51.791 , 83.137 , 20 , 1474 , 50 , 46.045 , 189 , 14.601 , 55.686 , 10.98 , 20 , 29.412 , 14.51 , 14.912 , 9.6364 
5 , 51.791 , 83.137 , 19.216 , 1582 , 51 , 42.567 , 190 , 14.678 , 55.686 , 10.588 , 19.608 , 28.628 , 14.118 , 14.487 , 9.5613 
5 , 51.791 , 65.49 , 16.078 , 1563 , 53 , 23.411 , 190 , 14.609 , 51.765 , 4.7059 , 9.8039 , 28.628 , 14.118 , 14.482 , 5.1954 
5 , 53.818 , 15.686 , 9.8039 , 1592 , 53 , 23.411 , 190 , 15.651 , 19.608 , 4.7059 , 9.8039 , 15.294 , 7.8431 , 14.482 , 5.1954 
